Fecha,Precio Diario del Dólar-EUA,Precio
6/1/2007,Compra,18.8951
6/4/2007,Compra,18.8951
6/5/2007,Compra,18.8951
6/6/2007,Compra,18.8951
6/7/2007,Compra,18.8951
6/8/2007,Compra,18.8951
6/11/2007,Compra,18.8951
6/12/2007,Compra,18.8951
6/13/2007,Compra,18.8951
6/14/2007,Compra,18.8951
6/15/2007,Compra,18.8951
6/18/2007,Compra,18.8951
6/19/2007,Compra,18.8951
6/20/2007,Compra,18.8951
6/21/2007,Compra,18.8951
6/22/2007,Compra,18.8951
6/25/2007,Compra,18.8951
6/26/2007,Compra,18.8951
6/27/2007,Compra,18.8951
6/28/2007,Compra,18.8951
6/29/2007,Compra,18.8951
7/2/2007,Compra,18.8951
7/3/2007,Compra,18.8951
7/4/2007,Compra,18.8951
7/5/2007,Compra,18.8951
7/6/2007,Compra,18.8951
7/9/2007,Compra,18.8951
7/10/2007,Compra,18.8951
7/11/2007,Compra,18.8951
7/12/2007,Compra,18.8951
7/13/2007,Compra,18.8951
7/16/2007,Compra,18.8951
7/17/2007,Compra,18.8951
7/18/2007,Compra,18.8951
7/19/2007,Compra,18.8951
7/20/2007,Compra,18.8951
7/23/2007,Compra,18.8951
7/24/2007,Compra,18.8951
7/25/2007,Compra,18.8951
7/26/2007,Compra,18.8951
7/27/2007,Compra,18.8951
7/30/2007,Compra,18.8951
7/31/2007,Compra,18.8951
8/1/2007,Compra,18.8951
8/2/2007,Compra,18.8951
8/3/2007,Compra,18.8952
8/6/2007,Compra,18.8951
8/7/2007,Compra,18.8951
8/8/2007,Compra,18.8951
8/9/2007,Compra,18.8951
8/10/2007,Compra,18.8951
8/13/2007,Compra,18.8951
8/14/2007,Compra,18.8951
8/15/2007,Compra,18.8951
8/16/2007,Compra,18.8951
8/17/2007,Compra,18.8951
8/20/2007,Compra,18.8951
8/21/2007,Compra,18.8951
8/22/2007,Compra,18.8951
8/23/2007,Compra,18.8951
8/24/2007,Compra,18.8951
8/27/2007,Compra,18.8951
8/28/2007,Compra,18.8951
8/29/2007,Compra,18.8951
8/30/2007,Compra,18.8951
8/31/2007,Compra,18.8951
9/3/2007,Compra,18.8951
9/4/2007,Compra,18.8951
9/5/2007,Compra,18.8951
9/6/2007,Compra,18.8951
9/7/2007,Compra,18.8951
9/10/2007,Compra,18.8951
9/11/2007,Compra,18.8951
9/12/2007,Compra,18.8951
9/13/2007,Compra,18.8951
9/14/2007,Compra,18.8951
9/17/2007,Compra,18.8951
9/18/2007,Compra,18.8951
9/19/2007,Compra,18.8951
9/20/2007,Compra,18.8951
9/21/2007,Compra,18.8951
9/24/2007,Compra,18.8951
9/25/2007,Compra,18.8951
9/26/2007,Compra,18.8951
9/27/2007,Compra,18.8951
9/28/2007,Compra,18.8951
10/1/2007,Compra,18.8951
10/2/2007,Compra,18.8951
10/3/2007,Compra,18.8951
10/4/2007,Compra,18.8951
10/5/2007,Compra,18.8951
10/9/2007,Compra,18.8951
10/10/2007,Compra,18.8951
10/11/2007,Compra,18.8951
10/12/2007,Compra,18.8951
10/16/2007,Compra,18.8951
10/17/2007,Compra,18.8951
10/18/2007,Compra,18.8951
10/22/2007,Compra,18.8951
10/23/2007,Compra,18.8951
10/24/2007,Compra,18.8951
10/25/2007,Compra,18.8951
10/26/2007,Compra,18.8951
10/29/2007,Compra,18.8951
10/30/2007,Compra,18.8951
10/31/2007,Compra,18.8951
11/1/2007,Compra,18.8951
11/2/2007,Compra,18.8951
11/5/2007,Compra,18.8951
11/6/2007,Compra,18.8951
11/7/2007,Compra,18.8951
11/8/2007,Compra,18.8951
11/9/2007,Compra,18.8951
11/12/2007,Compra,18.8951
11/13/2007,Compra,18.8951
11/14/2007,Compra,18.8951
11/15/2007,Compra,18.8951
11/16/2007,Compra,18.8952
11/19/2007,Compra,18.8951
11/20/2007,Compra,18.8952
11/21/2007,Compra,18.8951
11/22/2007,Compra,18.8951
11/23/2007,Compra,18.8951
11/26/2007,Compra,18.8951
11/27/2007,Compra,18.8951
11/28/2007,Compra,18.8951
11/29/2007,Compra,18.8951
11/30/2007,Compra,18.8951
12/3/2007,Compra,18.8951
12/4/2007,Compra,18.8951
12/5/2007,Compra,18.8951
12/6/2007,Compra,18.8951
12/7/2007,Compra,18.8951
12/10/2007,Compra,18.8951
12/11/2007,Compra,18.8951
12/12/2007,Compra,18.8951
12/13/2007,Compra,18.8951
12/14/2007,Compra,18.8951
12/17/2007,Compra,18.8951
12/18/2007,Compra,18.8951
12/19/2007,Compra,18.8951
12/20/2007,Compra,18.8951
12/21/2007,Compra,18.8951
12/26/2007,Compra,18.8951
12/27/2007,Compra,18.8951
12/28/2007,Compra,18.8951
1/2/2008,Compra,18.8951
1/3/2008,Compra,18.8951
1/4/2008,Compra,18.8951
1/7/2008,Compra,18.8951
1/8/2008,Compra,18.8951
1/9/2008,Compra,18.8951
1/10/2008,Compra,18.8951
1/11/2008,Compra,18.8951
1/14/2008,Compra,18.8951
1/15/2008,Compra,18.8951
1/16/2008,Compra,18.8951
1/17/2008,Compra,18.8951
1/18/2008,Compra,18.8951
1/21/2008,Compra,18.8951
1/22/2008,Compra,18.8951
1/23/2008,Compra,18.8951
1/24/2008,Compra,18.8951
1/25/2008,Compra,18.8951
1/28/2008,Compra,18.8951
1/29/2008,Compra,18.8951
1/30/2008,Compra,18.8951
1/31/2008,Compra,18.8951
2/1/2008,Compra,18.8951
2/4/2008,Compra,18.8951
2/5/2008,Compra,18.8951
2/6/2008,Compra,18.8951
2/7/2008,Compra,18.8951
2/8/2008,Compra,18.8951
2/11/2008,Compra,18.8951
2/12/2008,Compra,18.8951
2/13/2008,Compra,18.8951
2/14/2008,Compra,18.8951
2/15/2008,Compra,18.8951
2/18/2008,Compra,18.8951
2/19/2008,Compra,18.8951
2/20/2008,Compra,18.8951
2/21/2008,Compra,18.8951
2/22/2008,Compra,18.8951
2/25/2008,Compra,18.8951
2/26/2008,Compra,18.8952
2/27/2008,Compra,18.8952
2/28/2008,Compra,18.8952
2/29/2008,Compra,18.8952
3/3/2008,Compra,18.8952
3/4/2008,Compra,18.8953
3/5/2008,Compra,18.8954
3/6/2008,Compra,18.8955
3/7/2008,Compra,18.8957
3/10/2008,Compra,18.8959
3/11/2008,Compra,18.8962
3/12/2008,Compra,18.8967
3/13/2008,Compra,18.8973
3/14/2008,Compra,18.8981
3/17/2008,Compra,18.8981
3/18/2008,Compra,18.8982
3/24/2008,Compra,18.8983
3/25/2008,Compra,18.8981
3/26/2008,Compra,18.8979
3/27/2008,Compra,18.8978
3/28/2008,Compra,18.8981
3/31/2008,Compra,18.8982
4/1/2008,Compra,18.8986
4/2/2008,Compra,18.8992
4/3/2008,Compra,18.8992
4/4/2008,Compra,18.8993
4/7/2008,Compra,18.8996
4/8/2008,Compra,18.8993
4/9/2008,Compra,18.8988
4/10/2008,Compra,18.8992
4/11/2008,Compra,18.8989
4/14/2008,Compra,18.8989
4/15/2008,Compra,18.8990
4/16/2008,Compra,18.8988
4/17/2008,Compra,18.8989
4/18/2008,Compra,18.8985
4/21/2008,Compra,18.8983
4/22/2008,Compra,18.8986
4/23/2008,Compra,18.8988
4/24/2008,Compra,18.8992
4/25/2008,Compra,18.9000
4/28/2008,Compra,18.9064
4/29/2008,Compra,18.9239
4/30/2008,Compra,18.9681
5/1/2008,Compra,18.9681
5/2/2008,Compra,19.0973
5/5/2008,Compra,18.8987
5/6/2008,Compra,18.8966
5/7/2008,Compra,18.8959
5/8/2008,Compra,18.8977
5/9/2008,Compra,18.8999
5/12/2008,Compra,18.8962
5/13/2008,Compra,18.8959
5/14/2008,Compra,18.8961
5/15/2008,Compra,18.8957
5/16/2008,Compra,18.8961
5/19/2008,Compra,18.8964
5/20/2008,Compra,18.9019
5/21/2008,Compra,18.9041
5/22/2008,Compra,18.9070
5/23/2008,Compra,18.9095
5/26/2008,Compra,18.9095
5/27/2008,Compra,18.9114
5/28/2008,Compra,18.9121
5/29/2008,Compra,18.9149
5/30/2008,Compra,18.9172
6/2/2008,Compra,18.9191
6/3/2008,Compra,18.9089
6/4/2008,Compra,18.9083
6/5/2008,Compra,18.8998
6/6/2008,Compra,18.8998
6/9/2008,Compra,18.8971
6/10/2008,Compra,18.8956
6/11/2008,Compra,18.8984
6/12/2008,Compra,18.8962
6/13/2008,Compra,18.8955
6/16/2008,Compra,18.8955
6/17/2008,Compra,18.8953
6/18/2008,Compra,18.8955
6/19/2008,Compra,18.8954
6/20/2008,Compra,18.8954
6/23/2008,Compra,18.8956
6/24/2008,Compra,18.8970
6/25/2008,Compra,18.8967
6/26/2008,Compra,18.8974
6/27/2008,Compra,18.8978
6/30/2008,Compra,18.8968
7/1/2008,Compra,18.8967
7/2/2008,Compra,18.8968
7/3/2008,Compra,18.8960
7/4/2008,Compra,18.8956
7/7/2008,Compra,18.8955
7/8/2008,Compra,18.8954
7/9/2008,Compra,18.8953
7/10/2008,Compra,18.8953
7/11/2008,Compra,18.8953
7/14/2008,Compra,18.8953
7/15/2008,Compra,18.8953
7/16/2008,Compra,18.8952
7/17/2008,Compra,18.8953
7/18/2008,Compra,18.8952
7/21/2008,Compra,18.8952
7/22/2008,Compra,18.8952
7/23/2008,Compra,18.8952
7/24/2008,Compra,18.8952
7/25/2008,Compra,18.8952
7/28/2008,Compra,18.8952
7/29/2008,Compra,18.8858
7/30/2008,Compra,18.8951
7/31/2008,Compra,18.8952
8/1/2008,Compra,18.8951
8/4/2008,Compra,18.8952
8/5/2008,Compra,18.8951
8/6/2008,Compra,18.8952
8/7/2008,Compra,18.8952
8/8/2008,Compra,18.8952
8/11/2008,Compra,18.8951
8/12/2008,Compra,18.8953
8/13/2008,Compra,18.8951
8/14/2008,Compra,18.8952
8/15/2008,Compra,18.8952
8/18/2008,Compra,18.8951
8/19/2008,Compra,18.8951
8/20/2008,Compra,18.8951
8/21/2008,Compra,18.8952
8/22/2008,Compra,18.8952
8/25/2008,Compra,18.8952
8/26/2008,Compra,18.8951
8/27/2008,Compra,18.8951
8/28/2008,Compra,18.8951
8/29/2008,Compra,18.8951
9/1/2008,Compra,18.8951
9/2/2008,Compra,18.8951
9/3/2008,Compra,18.8951
9/4/2008,Compra,18.8951
9/5/2008,Compra,18.8951
9/8/2008,Compra,18.8951
9/9/2008,Compra,18.8951
9/10/2008,Compra,18.8951
9/11/2008,Compra,18.8951
9/12/2008,Compra,18.8951
9/16/2008,Compra,18.8952
9/17/2008,Compra,18.8951
9/18/2008,Compra,18.8951
9/19/2008,Compra,18.8952
9/22/2008,Compra,18.8952
9/23/2008,Compra,18.8952
9/24/2008,Compra,18.8951
9/25/2008,Compra,18.8952
9/26/2008,Compra,18.8951
9/29/2008,Compra,18.8951
9/30/2008,Compra,18.8951
10/1/2008,Compra,18.8951
10/2/2008,Compra,18.8952
10/3/2008,Compra,18.8951
10/7/2008,Compra,18.8951
10/8/2008,Compra,18.8952
10/9/2008,Compra,18.8951
10/10/2008,Compra,18.8952
10/13/2008,Compra,18.8951
10/14/2008,Compra,18.8951
10/15/2008,Compra,18.8951
10/16/2008,Compra,18.8951
10/17/2008,Compra,18.8951
10/20/2008,Compra,18.8951
10/21/2008,Compra,18.8952
10/22/2008,Compra,18.8951
10/23/2008,Compra,18.8951
10/24/2008,Compra,18.8951
10/28/2008,Compra,18.8951
10/29/2008,Compra,18.8951
10/30/2008,Compra,18.8951
10/31/2008,Compra,18.8951
11/2/2008,Compra,18.8951
11/3/2008,Compra,18.8951
11/4/2008,Compra,18.8951
11/5/2008,Compra,18.8951
11/6/2008,Compra,18.8951
11/7/2008,Compra,18.8951
11/10/2008,Compra,18.8951
11/11/2008,Compra,18.8952
11/12/2008,Compra,18.8951
11/13/2008,Compra,18.8951
11/14/2008,Compra,18.8951
11/17/2008,Compra,18.8951
11/18/2008,Compra,18.8951
11/19/2008,Compra,18.8951
11/20/2008,Compra,18.8952
11/21/2008,Compra,18.8951
11/24/2008,Compra,18.8951
11/25/2008,Compra,18.8952
11/26/2008,Compra,18.8951
11/27/2008,Compra,18.8951
11/28/2008,Compra,18.8951
12/1/2008,Compra,18.8951
12/2/2008,Compra,18.8951
12/3/2008,Compra,18.8951
12/4/2008,Compra,18.8951
12/5/2008,Compra,18.8951
12/8/2008,Compra,18.8952
12/9/2008,Compra,18.8951
12/10/2008,Compra,18.8951
12/11/2008,Compra,18.8951
12/12/2008,Compra,18.8951
12/15/2008,Compra,18.8951
12/16/2008,Compra,18.8951
12/17/2008,Compra,18.8951
12/18/2008,Compra,18.8951
12/19/2008,Compra,18.8951
12/22/2008,Compra,18.8952
12/23/2008,Compra,18.8951
12/24/2008,Compra,18.8949
12/26/2008,Compra,18.8951
12/29/2008,Compra,18.8951
12/30/2008,Compra,18.8951
12/31/2008,Compra,18.8951
1/2/2009,Compra,18.8951
1/5/2009,Compra,18.8951
1/6/2009,Compra,18.8951
1/7/2009,Compra,18.8951
1/8/2009,Compra,18.8951
1/9/2009,Compra,18.8951
1/12/2009,Compra,18.8951
1/13/2009,Compra,18.8951
1/14/2009,Compra,18.8951
1/15/2009,Compra,18.8951
1/16/2009,Compra,18.8951
1/19/2009,Compra,18.8951
1/20/2009,Compra,18.8951
1/21/2009,Compra,18.8951
1/22/2009,Compra,18.8951
1/23/2009,Compra,18.8951
1/26/2009,Compra,18.8951
1/27/2009,Compra,18.8951
1/28/2009,Compra,18.8951
1/29/2009,Compra,18.8951
1/30/2009,Compra,18.8951
2/2/2009,Compra,18.8951
2/3/2009,Compra,18.8951
2/4/2009,Compra,18.8951
2/5/2009,Compra,18.8951
2/6/2009,Compra,18.8951
2/9/2009,Compra,18.8951
2/10/2009,Compra,18.8951
2/11/2009,Compra,18.8951
2/12/2009,Compra,18.8951
2/13/2009,Compra,18.8951
2/16/2009,Compra,18.8951
2/17/2009,Compra,18.8951
2/18/2009,Compra,18.8951
2/19/2009,Compra,18.8951
2/20/2009,Compra,18.8951
2/23/2009,Compra,18.8951
2/24/2009,Compra,18.8951
2/25/2009,Compra,18.8951
2/26/2009,Compra,18.8951
2/27/2009,Compra,18.8951
3/2/2009,Compra,18.8951
3/3/2009,Compra,18.8951
3/4/2009,Compra,18.8951
3/5/2009,Compra,18.8951
3/6/2009,Compra,18.8951
3/9/2009,Compra,18.8951
3/10/2009,Compra,18.8951
3/11/2009,Compra,18.8951
3/12/2009,Compra,18.8951
3/13/2009,Compra,18.8951
3/16/2009,Compra,18.8951
3/17/2009,Compra,18.8951
3/18/2009,Compra,18.8951
3/19/2009,Compra,18.8951
3/20/2009,Compra,18.8951
3/23/2009,Compra,18.8951
3/24/2009,Compra,18.8951
3/25/2009,Compra,18.8951
3/26/2009,Compra,18.8951
3/27/2009,Compra,18.8951
3/30/2009,Compra,18.8951
3/31/2009,Compra,18.8951
4/1/2009,Compra,18.8951
4/2/2009,Compra,18.8951
4/3/2009,Compra,18.8951
4/6/2009,Compra,18.8951
4/7/2009,Compra,18.8951
4/13/2009,Compra,18.8951
4/14/2009,Compra,18.8951
4/15/2009,Compra,18.8951
4/16/2009,Compra,18.8951
4/17/2009,Compra,18.8951
4/21/2009,Compra,18.8951
4/22/2009,Compra,18.8951
4/23/2009,Compra,18.8951
4/24/2009,Compra,18.8951
4/27/2009,Compra,18.8951
4/28/2009,Compra,18.8951
4/29/2009,Compra,18.8951
4/30/2009,Compra,18.8951
5/4/2009,Compra,18.8951
5/5/2009,Compra,18.8951
5/6/2009,Compra,18.8951
5/7/2009,Compra,18.8951
5/8/2009,Compra,18.8951
5/11/2009,Compra,18.8951
5/12/2009,Compra,18.8951
5/13/2009,Compra,18.8951
5/14/2009,Compra,18.8951
5/15/2009,Compra,18.8951
5/18/2009,Compra,18.8951
5/19/2009,Compra,18.8951
5/20/2009,Compra,18.8951
5/21/2009,Compra,18.8951
5/22/2009,Compra,18.8951
5/25/2009,Compra,18.8951
5/26/2009,Compra,18.8951
5/27/2009,Compra,18.8951
5/28/2009,Compra,18.8951
5/29/2009,Compra,18.8951
6/1/2009,Compra,18.8951
6/2/2009,Compra,18.8951
6/3/2009,Compra,18.8951
6/4/2009,Compra,18.8951
6/5/2009,Compra,18.8951
6/8/2009,Compra,18.8951
6/9/2009,Compra,18.8951
6/10/2009,Compra,18.8951
6/11/2009,Compra,18.8951
6/12/2009,Compra,18.8951
6/15/2009,Compra,18.8951
6/16/2009,Compra,18.8951
6/17/2009,Compra,18.8951
6/18/2009,Compra,18.8951
6/19/2009,Compra,18.8951
6/22/2009,Compra,18.8951
6/23/2009,Compra,18.8951
6/24/2009,Compra,18.8951
6/25/2009,Compra,18.8951
6/26/2009,Compra,18.8951
6/29/2009,Compra,18.8951
6/30/2009,Compra,18.8951
7/1/2009,Compra,18.8951
7/2/2009,Compra,18.8951
7/3/2009,Compra,18.8951
7/6/2009,Compra,18.8951
7/7/2009,Compra,18.8951
7/8/2009,Compra,18.8951
7/9/2009,Compra,18.8951
7/10/2009,Compra,18.8951
7/13/2009,Compra,18.8951
7/14/2009,Compra,18.8951
7/15/2009,Compra,18.8951
7/16/2009,Compra,18.8951
7/17/2009,Compra,18.8951
7/20/2009,Compra,18.8951
7/21/2009,Compra,18.8951
7/22/2009,Compra,18.8951
7/23/2009,Compra,18.8951
7/24/2009,Compra,18.8951
7/27/2009,Compra,18.8951
7/28/2009,Compra,18.8951
7/29/2009,Compra,18.8951
7/30/2009,Compra,18.8951
7/31/2009,Compra,18.8951
8/3/2009,Compra,18.8951
7/4/2009,Compra,18.8951
8/5/2009,Compra,18.8951
8/6/2009,Compra,18.8951
8/7/2009,Compra,18.8951
8/10/2009,Compra,18.8951
8/11/2009,Compra,18.8951
8/12/2009,Compra,18.8951
8/13/2009,Compra,18.8951
8/14/2009,Compra,18.8951
8/17/2009,Compra,18.8951
8/18/2009,Compra,18.8951
8/19/2009,Compra,18.8951
8/20/2009,Compra,18.8951
8/21/2009,Compra,18.8951
8/24/2009,Compra,18.8951
8/25/2009,Compra,18.8951
8/26/2009,Compra,18.8951
8/27/2009,Compra,18.8951
8/28/2009,Compra,18.8951
8/31/2009,Compra,18.8951
9/1/2009,Compra,18.8951
9/2/2009,Compra,18.8951
9/3/2009,Compra,18.8951
9/4/2009,Compra,18.8951
9/7/2009,Compra,18.8951
9/8/2009,Compra,18.8951
9/9/2009,Compra,18.8951
9/10/2009,Compra,18.8951
9/11/2009,Compra,18.8951
9/14/2009,Compra,18.8953
9/16/2009,Compra,18.8951
9/17/2009,Compra,18.8951
9/18/2009,Compra,18.8951
9/21/2009,Compra,18.8951
9/23/2009,Compra,18.8951
9/24/2009,Compra,18.8951
9/25/2009,Compra,18.8951
9/28/2009,Compra,18.8951
9/29/2009,Compra,18.8951
9/30/2009,Compra,18.8951
10/1/2009,Compra,18.8951
10/2/2009,Compra,18.8951
10/5/2009,Compra,18.8951
10/6/2009,Compra,18.8951
10/7/2009,Compra,18.8951
10/8/2009,Compra,18.8951
10/9/2009,Compra,18.8951
10/13/2009,Compra,18.8951
10/14/2009,Compra,18.8951
10/15/2009,Compra,18.8951
10/16/2009,Compra,18.8951
10/19/2009,Compra,18.8951
10/20/2009,Compra,18.8951
10/21/2009,Compra,18.8951
10/22/2009,Compra,18.8951
10/23/2009,Compra,18.8951
10/27/2009,Compra,18.8951
10/28/2009,Compra,18.8951
10/29/2009,Compra,18.8951
10/30/2009,Compra,18.8951
11/2/2009,Compra,18.8951
11/3/2009,Compra,18.8951
11/4/2009,Compra,18.8951
11/5/2009,Compra,18.8951
11/6/2009,Compra,18.8951
11/9/2009,Compra,18.8951
11/10/2009,Compra,18.8951
11/11/2009,Compra,18.8951
11/12/2009,Compra,18.8951
11/13/2009,Compra,18.8951
11/16/2009,Compra,18.8951
11/17/2009,Compra,18.8951
11/18/2009,Compra,18.8951
11/19/2009,Compra,18.8951
11/20/2009,Compra,18.8951
11/23/2009,Compra,18.8951
11/24/2009,Compra,18.8951
11/25/2009,Compra,18.8951
11/26/2009,Compra,18.8951
11/27/2009,Compra,18.8951
11/30/2009,Compra,18.8951
12/1/2009,Compra,18.8951
12/2/2009,Compra,18.8951
12/3/2009,Compra,18.8951
12/4/2009,Compra,18.8951
12/7/2009,Compra,18.8951
12/8/2009,Compra,18.8951
12/9/2009,Compra,18.8951
12/10/2009,Compra,18.8951
12/11/2009,Compra,18.8951
12/14/2009,Compra,18.8951
12/15/2009,Compra,18.8951
12/16/2009,Compra,18.8951
12/17/2009,Compra,18.8951
12/18/2009,Compra,18.8951
12/21/2009,Compra,18.8951
12/22/2009,Compra,18.8951
12/23/2009,Compra,18.8950
12/24/2009,Compra,18.8951
12/25/2009,Compra,18.8950
12/28/2009,Compra,18.8951
12/29/2009,Compra,18.8951
12/30/2009,Compra,18.8951
12/31/2009,Compra,18.8951
1/1/2010,Compra,18.8951
1/4/2010,Compra,18.8951
1/5/2010,Compra,18.8951
1/6/2010,Compra,18.8951
1/7/2010,Compra,18.8951
1/8/2010,Compra,18.8951
1/11/2010,Compra,18.8951
1/12/2010,Compra,18.8951
1/13/2010,Compra,18.8664
1/14/2010,Compra,18.8951
1/15/2010,Compra,18.8951
1/18/2010,Compra,18.8951
1/19/2010,Compra,18.8951
1/20/2010,Compra,18.8951
1/21/2010,Compra,18.8951
1/22/2010,Compra,18.8951
1/25/2010,Compra,18.8951
1/26/2010,Compra,18.8951
1/27/2010,Compra,18.8951
1/28/2010,Compra,18.8951
1/29/2010,Compra,18.8951
2/1/2010,Compra,18.8951
2/2/2010,Compra,18.8951
2/3/2010,Compra,18.8951
2/4/2010,Compra,18.8951
2/5/2010,Compra,18.8951
2/8/2010,Compra,18.8951
2/9/2010,Compra,18.8951
2/10/2010,Compra,18.8951
2/11/2010,Compra,18.8951
2/12/2010,Compra,18.8951
2/15/2010,Compra,18.8951
2/16/2010,Compra,18.8951
2/17/2010,Compra,18.8951
2/18/2010,Compra,18.8951
2/19/2010,Compra,18.8951
2/22/2010,Compra,18.8951
2/23/2010,Compra,18.8951
2/24/2010,Compra,18.8951
2/25/2010,Compra,18.8951
2/26/2010,Compra,18.8951
3/1/2010,Compra,18.8951
3/2/2010,Compra,18.8951
3/3/2010,Compra,18.8951
3/4/2010,Compra,18.8951
3/5/2010,Compra,18.8951
3/8/2010,Compra,18.8951
3/9/2010,Compra,18.8951
3/10/2010,Compra,18.8951
3/11/2010,Compra,18.8951
3/12/2010,Compra,18.8951
3/15/2010,Compra,18.8951
3/16/2010,Compra,18.8951
3/17/2010,Compra,18.8951
3/18/2010,Compra,18.8951
3/19/2010,Compra,18.8951
3/22/2010,Compra,18.8951
3/23/2010,Compra,18.8951
3/24/2010,Compra,18.8951
3/25/2010,Compra,18.8951
3/26/2010,Compra,18.8951
3/29/2010,Compra,18.8951
3/30/2010,Compra,18.8951
3/31/2010,Compra,18.8951
4/5/2010,Compra,18.8951
4/6/2010,Compra,18.8951
4/7/2010,Compra,18.8951
4/8/2010,Compra,18.8951
4/9/2010,Compra,18.8951
4/12/2010,Compra,18.8951
4/13/2010,Compra,18.8951
4/14/2010,Compra,18.8951
4/15/2010,Compra,18.8951
4/16/2010,Compra,18.8951
4/20/2010,Compra,18.8951
4/21/2010,Compra,18.8951
4/22/2010,Compra,18.8951
4/23/2010,Compra,18.8951
4/26/2010,Compra,18.8951
4/27/2010,Compra,18.8951
4/28/2010,Compra,18.8951
4/29/2010,Compra,18.8951
4/30/2010,Compra,18.8951
5/3/2010,Compra,18.8951
5/4/2010,Compra,18.8951
5/5/2010,Compra,18.8951
5/6/2010,Compra,18.8951
5/7/2010,Compra,18.8951
5/10/2010,Compra,18.8951
5/11/2010,Compra,18.8951
5/12/2010,Compra,18.8951
5/13/2010,Compra,18.8951
5/14/2010,Compra,18.8951
5/17/2010,Compra,18.8951
5/18/2010,Compra,18.8951
5/19/2010,Compra,18.8951
5/20/2010,Compra,18.8951
5/21/2010,Compra,18.8951
5/24/2010,Compra,18.8951
5/25/2010,Compra,18.8951
5/26/2010,Compra,18.8951
5/27/2010,Compra,18.8951
5/28/2010,Compra,18.8951
5/31/2010,Compra,18.8951
6/1/2010,Compra,18.8951
6/2/2010,Compra,18.8951
6/3/2010,Compra,18.8951
6/4/2010,Compra,18.8951
6/7/2010,Compra,18.8951
6/8/2010,Compra,18.8951
6/9/2010,Compra,18.8951
6/10/2010,Compra,18.8951
6/11/2010,Compra,18.8951
6/14/2010,Compra,18.8951
6/15/2010,Compra,18.8951
6/16/2010,Compra,18.8951
6/17/2010,Compra,18.8951
6/18/2010,Compra,18.8951
6/21/2010,Compra,18.8951
6/22/2010,Compra,18.8951
6/23/2010,Compra,18.8951
6/24/2010,Compra,18.8951
6/25/2010,Compra,18.8951
6/28/2010,Compra,18.8951
6/29/2010,Compra,18.8951
6/30/2010,Compra,18.8951
7/1/2010,Compra,18.8951
7/2/2010,Compra,18.8951
7/5/2010,Compra,18.8951
7/6/2010,Compra,18.8951
7/7/2010,Compra,18.8951
7/8/2010,Compra,18.8951
7/9/2010,Compra,18.8951
7/12/2010,Compra,18.8951
7/13/2010,Compra,18.8951
7/14/2010,Compra,18.8951
7/15/2010,Compra,18.8951
7/16/2010,Compra,18.8951
7/19/2010,Compra,18.8951
7/20/2010,Compra,18.8951
7/21/2010,Compra,18.8951
7/22/2010,Compra,18.8951
7/23/2010,Compra,18.8951
7/26/2010,Compra,18.8951
7/27/2010,Compra,18.8951
7/28/2010,Compra,18.8951
7/29/2010,Compra,18.8951
7/30/2010,Compra,18.8951
8/2/2010,Compra,18.8951
8/3/2010,Compra,18.8951
8/4/2010,Compra,18.8951
8/5/2010,Compra,18.8951
8/6/2010,Compra,18.8951
8/9/2010,Compra,18.8951
8/10/2010,Compra,18.8951
8/11/2010,Compra,18.8951
8/12/2010,Compra,18.8951
8/13/2010,Compra,18.8951
8/16/2010,Compra,18.8951
8/17/2010,Compra,18.8951
8/18/2010,Compra,18.8951
8/19/2010,Compra,18.8951
8/20/2010,Compra,18.8951
8/23/2010,Compra,18.8951
8/24/2010,Compra,18.8951
8/25/2010,Compra,18.8951
8/26/2010,Compra,18.8950
8/27/2010,Compra,18.8951
8/30/2010,Compra,18.8951
8/31/2010,Compra,18.8951
9/1/2010,Compra,18.8951
9/2/2010,Compra,18.8951
9/3/2010,Compra,18.8951
9/6/2010,Compra,18.8951
9/7/2010,Compra,18.8951
9/8/2010,Compra,18.8951
9/9/2010,Compra,18.8951
9/10/2010,Compra,18.8951
9/13/2010,Compra,18.8951
9/14/2010,Compra,18.8951
9/16/2010,Compra,18.8951
9/17/2010,Compra,18.8951
9/20/2010,Compra,18.8951
9/21/2010,Compra,18.8951
9/22/2010,Compra,18.8951
9/23/2010,Compra,18.8951
9/24/2010,Compra,18.8951
9/27/2010,Compra,18.8951
9/28/2010,Compra,18.8951
9/29/2010,Compra,18.8951
9/30/2010,Compra,18.8951
10/1/2010,Compra,18.8951
10/4/2010,Compra,18.8951
10/5/2010,Compra,18.8951
10/6/2010,Compra,18.8951
10/7/2010,Compra,18.8951
10/8/2010,Compra,18.8951
10/11/2010,Compra,18.8951
10/12/2010,Compra,18.8951
10/13/2010,Compra,18.8951
10/14/2010,Compra,18.8951
10/15/2010,Compra,18.8951
10/19/2010,Compra,18.8951
10/20/2010,Compra,18.8951
10/21/2010,Compra,18.8951
10/22/2010,Compra,18.8951
10/26/2010,Compra,18.8951
10/27/2010,Compra,18.8951
10/28/2010,Compra,18.8951
10/29/2010,Compra,18.8951
11/1/2010,Compra,18.8951
11/2/2010,Compra,18.8951
11/3/2010,Compra,18.8951
11/4/2010,Compra,18.8951
11/5/2010,Compra,18.8951
11/8/2010,Compra,18.8951
11/9/2010,Compra,18.8951
11/10/2010,Compra,18.8951
11/11/2010,Compra,18.8951
11/12/2010,Compra,18.8951
11/15/2010,Compra,18.8951
